	100_8h(8hpi)	100_8h(24hpi)	100_8h(48hpi)	100_8h(72hpi)	0_8h(8hpi)	0_8h(24hpi)	0_8h(48hpi)	0_8h(72hpi)
ADAMTS10	10.2491	  10.28	10.3779	10.4992	10.5761	10.3806	10.6108	10.7813
ADAMTS12	10.2575	10.2197	10.4377	 10.013	10.6125	10.2787	10.6098	11.3683
ADAMTS13	9.61535	9.66414	9.72035	9.70966	9.89623	9.70006	9.93167	10.2149
ADAMTS14	6.8657	6.7378	6.9162	7.0125	6.8405	6.7819	6.7774	 6.906
ADAMTS15	 9.613	 9.682	8.9559	8.8828	8.8944	9.4382	9.1922	8.2933
ADAMTS16	12.6454	12.8549	12.6342	12.3771	12.7887	 13.131	12.8716	12.5986
ADAMTS17	6.9163	 7.204	7.1235	7.5943	7.3023	7.1839	7.2881	6.8783
ADAMTS18	10.0024	9.76321	10.1354	10.4933	10.3026	10.0441	10.3197	10.6832
ADAMTS19	10.5622	10.3886	10.3429	10.2432	10.3713	10.1266	10.4951	10.8848
ADAMTS2	6.9649	6.7708	7.0305	7.4832	7.0475	6.6437	7.0232	7.2383
ADAMTS20	6.6613	6.7566	6.7488	6.9973	7.1058	 6.867	7.2405	7.4439
ADAMTS3	7.4587	7.6396	7.4378	7.5376	7.4909	7.4581	7.5279	7.3839
ADAMTS4	 7.198	7.2615	6.9596	7.0818	7.0064	 6.924	 7.149	6.9423
ADAMTS5	9.3523	8.9454	8.4214	  8.49	8.0829	9.1458	8.3791	7.1346
ADAMTS6	8.9144	9.2172	8.8512	8.4157	8.9101	8.9578	8.9711	8.9145
ADAMTS7	 13.813	13.7056	13.6612	13.5093	13.6641	13.7644	13.7414	13.8449
ADAMTS8	9.0251	8.4086	8.5543	8.4618	  8.25	8.5511	8.3332	8.3694
ADAMTS9	11.8576	 11.886	11.4588	11.3493	10.9937	11.9497	10.9606	9.69631
ADAMTS9-AS2	6.9111	7.2169	 7.115	7.2095	7.1278	7.2214	7.0323	6.9113
ADAMTSL1	7.3105	7.0997	 7.684	8.1608	6.8466	6.4047	6.2412	6.2333
ADAMTSL2	  6.86	 6.878	7.0022	6.9663	6.9871	6.9637	6.9084	6.8908
ADAMTSL3	9.0057	8.9323	9.0333	9.0248	9.1573	 8.683	9.2055	9.7154
ADAMTSL4	9.1928	 8.546	8.5996	9.0109	8.8455	8.7515	9.2651	9.4291
ADAMTSL5	7.7759	7.5324	 7.744	8.0468	7.9376	7.6011	8.0504	8.4216
ADAP1	8.5525	8.7131	8.5894	8.8343	8.5736	8.8368	8.5473	8.0369
ADAP2	7.1069	7.0278	7.1856	7.2709	7.2956	7.1261	7.3114	 7.569
ADAR	 13.285	13.2831	13.4009	13.4166	13.4392	13.3088	13.4004	13.6912
ADARB1	 9.6572	9.86257	9.85937	9.94197	10.0058	10.0974	9.97786	9.78935
ADARB2	7.1156	 7.041	7.3702	7.8291	7.4267	6.9125	7.3276	 7.613
ADAT1	9.8129	9.4097	9.4426	9.4116	9.2728	9.4308	 9.373	9.3289
ADAT2	7.8394	7.8558	7.8061	7.9893	7.9022	 7.727	7.9668	8.0201
ADAT3	8.4086	8.5932	8.3982	8.2579	8.3667	8.5283	 8.356	8.1356
ADC	7.2616	7.4115	7.5028	7.6514	7.5363	7.1656	7.4324	7.6132
ADCK1	8.2525	 8.271	8.4532	8.4219	8.4996	8.2352	8.4225	8.7652
ADCK2	 9.575	9.6217	9.5972	9.5494	9.7129	9.8257	9.7596	9.7167
ADCK3	9.6185	8.7758	9.1434	9.7461	8.7422	 8.314	8.7793	9.0001
ADCK4	10.2317	10.1461	10.2159	10.2029	10.2325	10.1766	10.2487	10.4259
ADCK5	9.2313	9.2123	9.2238	9.0287	9.1317	9.2623	9.0893	9.1703
ADCY1	9.68349	9.20724	9.81303	10.2911	9.32817	8.79962	9.02097	9.38724
ADCY10	6.8438	6.7598	6.8248	6.8508	6.8172	6.6843	6.8229	6.8652
ADCY10P1	7.4872	7.5977	7.6729	7.8705	7.9601	 7.714	8.0109	 8.076
ADCY2	7.8946	 7.913	 8.332	8.7139	8.4711	7.9782	 8.322	8.6093
ADCY3	9.5425	9.6325	 9.388	9.4149	9.4973	 9.607	9.6291	9.3737
ADCY4	 6.486	6.4486	6.4348	6.5983	 6.486	6.3297	6.5373	6.4486
ADCY5	9.4724	8.7463	9.0719	 9.624	8.8956	8.4549	9.0077	9.3242
ADCY6	12.4137	12.3898	12.3215	12.5693	12.4517	12.3132	12.5628	12.5596
ADCY7	10.3925	10.5846	10.5759	 10.387	10.6975	10.6633	10.6666	10.8456
ADCY8	8.90702	8.60828	9.08629	9.25259	9.18325	8.46695	 9.1421	10.1633
ADCY9	8.8382	8.5175	8.7121	9.0653	8.3984	8.0953	8.3045	8.4004
ADCYAP1	6.5002	6.4226	6.5847	6.9248	6.5002	6.4445	6.4157	6.2368
ADCYAP1R1	6.6761	6.5511	 6.913	7.0176	6.7589	6.6808	6.5634	6.5511
ADD1	13.0793	13.1162	13.0983	13.0097	13.0996	13.1461	13.0907	13.1061
ADD2	7.7024	8.3658	8.1704	8.3064	 8.491	7.9117	8.4173	8.5878
ADD3	11.6722	 11.503	11.7449	11.5868	11.9295	11.8157	11.9854	12.4804
ADGB	6.7236	6.5776	6.4666	6.5801	6.4226	6.3364	6.5291	6.4471
ADH1A	8.4212	8.9156	8.3992	8.2023	8.1216	8.5783	7.9938	7.2393
ADH1B	8.0547	8.5796	8.1848	8.1081	8.0655	8.3371	7.9408	7.2666
ADH1C	6.4053	6.3773	6.4053	6.3647	6.4053	6.2177	6.4053	6.6394
ADH4	6.2154	6.4137	6.4137	6.4137	6.4798	6.4137	6.4137	6.3689
ADH5	12.8316	12.8728	 12.832	12.6192	12.7614	 12.903	12.7259	12.6247
ADH6	6.8135	 7.118	7.0535	6.9491	6.9189	6.9056	6.7316	6.6005
ADHFE1	8.0126	7.7745	7.8199	 7.754	7.7726	7.7583	7.8453	8.0411
ADI1	10.7721	10.6311	10.9302	10.5342	10.8025	   10.8	10.6596	11.1177
ADIG	6.3108	6.3108	6.3108	6.3108	6.3108	6.3108	6.3108	6.3108
ADIPOQ	6.3439	6.4573	6.3439	6.3061	6.3439	6.3061	6.3439	6.3061
ADIPOQ-AS1	6.319	6.319	6.319	6.319	6.319	6.319	6.319	6.319
ADIPOR1	10.8632	10.9271	10.8899	10.9184	10.8177	10.9083	10.7682	10.6621
ADIPOR2	11.6407	11.5096	11.5631	11.5346	 11.489	11.6642	11.4908	 11.398
ADIRF	6.5468	 6.534	6.5106	6.6975	6.5616	6.3828	6.6051	6.6746
ADK	 9.544	9.6074	9.6883	9.8645	9.8421	 9.885	9.8468	9.6804
ADM	9.67427	9.64784	10.1624	9.85668	10.0775	9.88168	9.79095	10.3356
ADM2	7.2318	7.0707	7.3449	7.8765	7.4705	7.2937	7.4767	7.4466
ADM5	 7.206	7.1638	7.3361	7.3699	7.3244	7.1475	7.2535	7.4151
ADNP	12.7359	12.6225	12.6737	12.6578	 12.675	12.6373	12.7067	 12.832
ADNP2	10.8806	11.1625	11.0581	10.9047	11.1719	11.1691	  11.14	11.1242
ADO	10.5557	10.4201	10.4836	10.3584	10.2904	10.3304	10.2299	10.3372
ADORA1	6.6604	6.6404	6.8222	6.7356	6.7736	6.7005	6.6684	6.7512
ADORA2A	9.1419	8.6626	9.1145	9.3241	9.0588	8.6124	9.0446	9.5959
ADORA2A-AS1	 7.097	 7.108	7.1148	 7.389	7.3305	7.0513	7.4295	7.5606
ADORA2B	6.9352	6.9451	6.8939	7.0091	7.0023	7.0151	7.0771	6.9725
ADORA3	6.3447	6.3447	6.3447	6.3447	6.3447	6.3447	6.3447	6.3447
ADPGK	10.7852	10.6681	10.6834	10.5476	10.5627	10.5895	10.5533	10.6286
ADPGK-AS1	6.3498	6.2679	6.3498	6.4176	6.3498	6.2679	6.3498	 6.429
ADPRH	7.7934	7.6975	 7.561	7.6381	7.5831	7.6284	7.7103	7.6396
ADPRHL1	7.5713	7.7295	 7.914	7.9061	7.9751	7.6531	7.8343	8.1366
ADPRHL2	10.1092	 10.025	9.99551	9.96119	 9.9486	10.0038	  9.982	9.95774
ADPRM	8.3518	8.6517	8.5032	8.4087	8.6109	8.7071	 8.589	8.3879
ADRA1A	  6.32	6.4621	6.4294	6.6462	6.5674	6.3109	6.5817	6.5341
ADRA1B	7.0215	7.0136	6.9416	 6.942	6.9056	6.9946	6.9276	 6.759
ADRA1D	6.5587	6.8823	6.7505	6.8697	6.9095	 6.991	6.8931	 6.709
ADRA2A	8.2991	6.8844	7.5668	8.0389	7.1398	6.9171	7.2924	7.9135
ADRA2B	 7.074	7.1757	7.2559	7.5042	7.6036	7.3433	7.6866	7.8773
ADRA2C	9.1843	9.3234	9.1106	9.3664	9.2243	9.4362	 9.318	8.7729
ADRB1	6.7297	6.7411	6.7486	6.6647	6.6791	6.9462	 6.635	6.4347
ADRB2	6.9089	6.4996	6.7192	6.7908	6.6634	6.6822	6.7302	6.9407
ADRB3	6.5188	6.3388	6.3134	6.3388	6.3541	6.3579	6.4772	6.4606
ADRBK1	11.5344	11.4113	11.4847	 11.518	11.4766	11.4171	11.4974	  11.54
ADRBK2	10.4271	 10.252	10.4494	10.8008	10.4858	10.3325	10.4929	 10.495
ADRM1	11.4248	11.4426	11.3316	11.3082	11.2061	11.3699	11.1899	11.0699
ADSL	10.5012	10.6939	10.6951	10.4921	10.6118	10.6817	10.4732	10.4866
ADSS	10.4493	10.8405	10.7939	10.5838	10.9219	10.8637	10.8136	10.8889
ADSSL1	8.4214	8.3795	8.4232	8.4924	8.4791	8.4121	8.5062	8.5582
ADTRP	6.5988	6.6582	6.6089	6.6127	6.5988	6.6205	6.5887	6.5217
AEBP1	11.4497	  11.17	11.2823	11.5362	11.4394	11.2898	11.6017	11.7362
AEBP2	9.95154	10.0463	10.0502	10.0851	10.1422	10.1318	10.1389	 10.115
AEN	10.8453	10.6539	 10.692	10.7764	10.6327	10.5248	10.6798	10.7385
AES	14.0963	13.9357	14.0024	14.0689	13.9013	14.0501	13.8976	13.7482
AF007147	6.3836	6.3836	6.3068	6.3836	6.3836	6.3836	6.4605	6.3388
AF020763	6.4433	6.4663	6.5157	6.4234	6.4739	 6.643	6.4169	6.4074
AF035281	8.4349	8.2004	8.3552	8.4811	8.5897	8.3139	8.7468	9.2155
AF047486	6.2255	6.3569	6.3569	6.3569	6.4006	6.3569	6.3569	6.3569
AF055024	8.0541	8.2857	7.8058	7.6207	7.7898	7.9962	7.9059	7.5308
AF063596	7.0965	6.8603	 6.834	7.1187	6.9186	6.8843	7.0921	6.9475
AF070569	8.0153	7.8748	7.4581	7.1388	7.4103	7.3774	7.6649	7.7632
AF070581	10.2234	10.1965	9.87549	9.89652	9.71317	9.83646	9.80595	9.43893
AF072097	6.3649	6.8132	6.7201	6.6818	6.9621	6.7548	6.9055	6.9197
AF075036	6.3242	6.3242	6.3242	6.3242	6.3242	6.3242	6.3242	6.3242
AF075112	6.323	6.323	6.323	6.323	6.323	6.323	6.323	6.323
AF079515	 9.339	9.0999	9.3051	9.4697	9.3056	9.2701	9.3227	9.3245
AF085962	6.3564	6.3564	 6.472	6.3564	6.3564	 6.317	6.2409	 6.317
AF085995	6.3169	6.3169	6.3169	6.3169	6.3169	6.3169	6.3169	6.3169
AF086102	 6.509	6.3835	6.4633	6.4173	6.4514	6.5628	6.4682	6.5461
AF086125	6.3325	6.3325	6.3325	6.3325	6.3325	6.3325	6.3325	6.3325
AF086126	7.1478	7.1892	7.2469	7.4651	7.3063	7.0803	7.2864	7.3495
AF086132	7.2989	7.1231	7.3133	7.3672	7.2421	  7.26	7.1994	7.1732
AF086154	6.5419	6.5338	6.5411	6.7056	6.6121	6.5234	6.6479	6.6725
AF086165	6.6027	6.5126	6.6027	6.3853	6.6027	6.7939	6.6027	6.3853
AF086184	6.7762	6.6936	6.8393	6.8346	6.8394	 6.762	6.8079	6.9288
AF086285	6.9827	7.0673	7.0596	7.0132	 7.085	6.9902	7.0592	7.1669
AF086288	6.3187	6.3187	6.3187	6.3187	6.3187	6.3187	6.3187	6.3187
AF086294	6.3103	6.3103	6.3103	6.3103	6.3103	6.3103	6.3103	6.3103
AF086346	6.3684	6.3684	6.3684	6.3684	6.3684	6.3684	6.3684	6.3684
AF086351	6.7052	6.5672	6.5591	6.5414	6.5504	 6.675	6.6192	6.5265
AF086476	6.2408	6.3721	6.3721	6.3273	6.4159	6.3721	6.3721	6.3273
AF088041	9.8537	9.8089	9.8358	9.8277	9.7552	9.8439	9.7239	9.7319
AF090102	 6.794	6.5518	6.5518	6.3489	6.4711	6.5518	6.5518	6.5518
AF090939	6.4286	6.4286	6.4661	6.4286	6.4286	6.4764	 6.391	6.3176
AF116693	7.3199	7.2996	7.1659	7.2359	7.3049	7.3484	7.4514	7.3036
AF119915	6.7444	6.7591	6.8028	6.8691	6.8281	 6.757	6.8115	6.8436
AF131837	7.2907	7.2784	7.6912	8.0188	7.7211	 6.898	7.5358	8.2588
AF143871	6.3697	6.3276	6.4739	 6.482	6.3697	6.3323	6.2655	6.3276
AF157115	 7.262	 7.322	7.1631	7.2245	7.2373	7.2025	7.3239	7.3057
AF161365	6.3204	6.3204	6.3204	6.3204	6.3204	6.3204	6.3204	6.3204
AF161442	6.4387	6.3152	6.3152	6.3152	6.2741	6.3152	6.3152	6.3152
AF188711	6.4141	6.3315	6.4141	6.4141	6.4141	6.3315	6.4141	6.4141
AF198444	7.1124	7.2482	 7.239	7.3805	7.3895	7.2895	7.4014	7.3654
AF216583	6.5174	 6.432	 6.485	 6.432	6.5069	6.5891	6.5342	6.5191
AF258550	7.0897	6.8213	6.9422	 6.909	6.9404	7.0176	7.0132	7.1227
AF258560	7.1265	7.1407	7.0002	7.0969	  7.13	7.1086	7.2581	7.2115
AF268386	7.3216	7.0226	7.3197	7.3801	7.2525	 6.897	7.2199	7.7337
AF279775	6.3105	6.3105	6.3105	6.3105	6.3105	6.3105	6.3105	6.3105
AF279780	6.8165	6.6877	6.7094	6.8937	6.6592	6.5226	6.6876	 6.881
AF279782	6.5299	6.4626	6.5349	6.5558	6.5236	6.7288	6.5154	6.5455
AF289551	 9.096	9.4016	9.0806	9.4246	9.4431	9.2966	9.6321	9.4217
AF339801	6.3409	6.3409	6.3409	6.3409	6.3409	6.3409	6.3409	6.3409
AF339817	 8.373	8.2096	8.1006	8.4648	8.1741	8.0744	8.3471	8.1466
AF397448	6.3251	6.3251	6.3251	6.3251	6.3251	6.3251	6.3251	6.3251
AF401214	7.9165	8.0656	8.0396	7.9235	8.0369	8.0271	 7.974	 7.999
AF420437	6.8652	7.1361	7.0724	7.1868	7.2202	6.9957	7.1906	7.2073
AF520419	6.3188	6.3188	6.3188	6.3188	6.3188	6.3188	6.3188	6.3188
AF520792	7.5069	7.5017	7.4618	 7.453	7.4649	7.4032	7.4891	7.5444
AF520793	6.7926	6.6727	 6.591	6.7081	6.7123	6.7632	6.8737	6.7575
AFAP1	 11.929	12.0559	11.8946	11.9817	11.9319	12.0343	11.9678	11.7887
AFAP1-AS1	6.8783	7.1456	 6.976	7.0086	7.0768	6.9342	7.0783	7.0879
AFAP1L1	7.8981	7.8055	7.9897	8.2777	7.8879	7.8874	7.7913	7.7838
AFAP1L2	8.5354	8.2533	8.9495	9.9323	9.2463	8.6233	9.1877	9.6086
AFF1	11.9106	12.0691	11.9738	11.9261	 12.072	11.9385	12.0895	12.3095
AFF2	11.0645	10.8313	10.9441	10.4675	11.0082	10.9019	11.1004	11.8283
AFF3	 9.041	9.5848	9.2738	 9.081	8.9295	 9.457	 8.641	7.7476
AFF4	13.0247	13.2489	13.1413	13.2541	13.2484	13.2253	13.2436	13.0921
AFG3L1P	9.1019	 9.183	9.0699	9.1564	9.1563	9.0769	9.2156	9.1625
AFG3L2	11.2269	11.1609	 11.141	11.0633	11.0952	11.2523	11.1151	11.0292
AFM	6.3512	6.2791	6.3512	6.3512	6.3512	6.3512	6.3512	6.3512
AFMID	7.8932	7.9954	8.0925	8.2151	 8.203	8.1284	8.1586	8.1136
AFP	11.3767	9.42367	11.3922	 11.122	11.7066	10.3669	 11.856	15.3936
AFTPH	9.8034	9.8038	 9.919	9.9552	9.8833	9.9204	9.8076	9.8075
AGA	8.8536	8.5846	8.6059	8.5586	8.4171	8.5813	8.4465	8.4254
AGAP1	11.5513	11.3792	11.2901	11.1905	11.2827	11.4127	11.4095	11.4427
AGAP11	7.4605	7.3469	 7.452	7.5476	7.4863	7.2799	7.5077	7.6715
AGAP2	7.1199	 6.939	7.2407	7.5667	7.1106	6.6676	6.9852	7.2783
AGAP2-AS1	6.5878	6.5242	6.7733	7.0477	6.7135	6.4671	6.5908	6.6893
AGAP3	11.5573	11.5759	11.4722	11.3882	11.4341	11.6432	11.4577	11.3691
AGAP4	8.4249	8.5377	8.5127	8.6394	8.6738	8.4806	8.7104	8.6582
AGAP5	8.0595	8.0624	7.9933	8.2069	8.1879	8.0954	8.3184	8.2585
AGAP6	 8.941	9.0267	9.0952	9.3501	9.2827	9.0641	9.2993	9.2528
AGAP7	8.4047	8.4862	8.3989	8.7046	8.5821	8.4549	8.6767	8.5961
AGAP8	8.3029	8.3903	8.3518	8.3583	8.4286	 8.279	8.4425	 8.561
AGAP9	9.6197	9.6523	9.4647	9.7677	9.7637	9.6701	9.9907	9.7952
AGBL1	6.3499	6.3499	6.3499	6.4304	6.3499	6.3076	6.3499	6.3076
AGBL2	6.9701	6.7687	6.7784	6.7503	6.7332	6.7935	6.8064	6.8084
AGBL3	6.9413	 6.927	6.9924	7.2156	7.1608	7.0987	7.2195	7.2017
AGBL4	 7.062	6.8263	6.8366	6.9137	6.8661	6.7873	6.9936	7.0953
AGBL5	 10.782	10.8575	10.8043	10.8853	10.9904	11.0693	11.0723	10.9677
AGER	8.2076	8.3885	8.2465	8.3545	8.4027	8.4021	8.4613	8.3141
AGFG1	11.6283	11.6472	11.5783	11.6632	11.5855	11.6721	11.6141	11.3788
AGFG2	8.5877	8.4392	8.5969	8.8415	8.4589	 8.217	8.3852	8.3822
AGGF1	10.6047	 10.626	10.6709	10.5534	10.6862	10.6822	10.6608	10.7818
AGK	9.5163	9.6568	9.5605	9.5207	9.6493	9.6527	9.6717	9.6162
AGL	11.4603	11.1991	11.2335	11.0741	11.1784	11.2471	11.2643	11.4098
AGMAT	7.9071	7.6138	7.8807	7.9809	 7.859	7.7805	7.8614	8.0986
AGMO	6.4262	6.4205	6.4775	6.3493	6.4262	6.5574	6.3748	6.3774
AGO1	12.0742	12.0702	12.0004	11.9145	12.0024	12.0305	12.0402	12.0741
AGO2	9.94605	10.3102	 9.9321	9.96664	10.1436	 10.336	10.2563	9.87497
AGO3	9.6388	9.6797	9.6513	9.7799	9.7537	9.6374	9.7987	 9.801
AGO4	11.0265	11.0585	11.0313	11.0487	11.0958	11.1029	11.1257	 11.184
AGPAT1	11.9847	11.9816	 12.035	11.9807	11.9947	12.0089	11.9493	11.9958
AGPAT2	10.6421	10.7295	10.6484	10.7777	10.6943	10.8459	 10.714	10.4509
AGPAT3	11.5889	11.5476	11.4845	11.4402	11.4699	11.5409	11.5148	11.5114
AGPAT4	11.4439	  11.62	11.5165	11.4046	11.4558	11.5273	11.3891	11.2908
AGPAT4-IT1	7.4798	7.3085	7.3233	7.4839	7.4749	7.5559	 7.629	7.6102
AGPAT5	10.4639	10.6908	10.6268	10.5809	10.5012	10.5106	 10.357	10.2093
AGPAT6	11.8402	 11.721	11.7509	11.8265	11.7194	11.7047	11.7483	11.8156
AGPAT9	7.0774	6.9687	 6.935	6.9389	6.9405	6.8364	7.0145	7.2436
AGPHD1	 6.863	6.8604	6.7877	6.9359	6.8694	6.8414	6.9479	6.8477
AGPS	11.5676	11.6975	11.5746	11.4584	11.5738	11.5742	  11.57	11.5751
AGR2	7.0818	6.7091	6.7896	6.9605	6.7479	6.7216	6.8731	6.9341
AGR3	6.8705	6.2641	6.5243	 6.573	6.3143	6.4128	6.3823	6.4117
AGRN	15.3906	15.5781	15.5576	15.5296	15.6929	15.6946	 15.677	15.6966
AGRP	 6.388	6.3163	 6.388	 6.388	 6.388	 6.388	 6.388	 6.388
AGT	8.8543	8.6897	8.5879	8.4227	8.1841	 7.985	8.1155	8.3057
AGTPBP1	10.7044	 10.732	10.6729	10.7978	10.7506	10.9106	10.8052	10.5677
AGTR1	7.6762	7.3466	7.5253	7.5369	7.3118	7.5725	7.2805	7.1636
AGTR2	6.3352	6.2619	6.3352	6.5548	6.3352	6.2619	6.3352	6.2619
AGTRAP	9.4979	9.7281	9.7571	9.6708	9.7785	9.9149	9.6597	9.5591
AGXT	6.6255	6.6371	6.5746	6.5824	6.4718	6.4116	6.4459	6.3793
AGXT2	6.3125	6.3125	6.3125	6.3125	6.3125	6.3125	6.3125	6.3125
AGXT2L1	6.5782	6.5677	6.5695	6.3646	6.4684	6.4728	6.4222	6.6368
AGXT2L2	 9.532	 9.728	9.6317	9.8188	9.8689	 9.734	9.9376	9.8288
AHCTF1	11.4311	11.3993	11.4013	11.4242	11.3865	 11.398	 11.394	11.3813
AHCTF1P1	6.6499	6.8158	6.8132	6.7452	6.8592	6.7563	6.8005	6.8125
AHCY	12.8463	12.8468	12.7857	12.7894	12.7485	13.0528	12.7603	12.5164
AHCYL1	12.2168	12.3304	12.2369	12.1867	12.3514	12.5442	12.3986	12.1423
AHCYL2	9.5385	9.5605	9.6921	 9.815	9.7235	9.4833	9.6624	9.8316
AHDC1	11.3879	11.4709	11.4798	11.6266	11.6547	 11.609	11.6961	11.4849
AHI1	9.1463	8.9987	8.8524	9.2126	8.8773	 8.872	9.0367	8.5933
AHNAK	14.7222	 15.222	 15.282	15.3074	15.8086	15.3749	 15.792	16.3143
AHNAK2	 8.293	8.3504	8.2167	8.1682	8.2441	8.4414	 8.296	8.1154
AHR	10.7162	10.1173	10.5718	10.6682	10.7785	10.0797	 10.954	12.1287
AHRR	7.0042	7.3335	7.3387	7.2464	7.3973	7.1761	7.2594	  7.44
AHSA1	11.0082	11.0938	 11.129	10.9039	 11.018	11.0803	10.9022	10.9824
AHSA2	10.1133	10.1303	9.97068	10.1406	10.1341	10.0659	10.2871	10.0572
AHSG	6.6609	6.5664	6.7529	 6.573	6.6684	6.4152	6.5801	7.0796
AHSP	6.3139	6.3139	6.3139	6.3139	6.3139	6.3139	6.3139	6.3139
AICDA	6.2656	6.3388	6.3802	6.3388	6.4184	6.4937	6.3802	6.3381
AIDA	11.7032	12.0059	  11.81	11.7168	11.9104	12.0732	11.9073	11.6917
AIF1	 6.419	6.3227	6.7005	6.7081	 6.419	6.3227	6.1375	6.3227
AIF1L	11.5392	11.4238	11.5331	11.4009	11.4713	11.6405	11.4434	11.4733
AIFM1	10.4318	10.2865	10.4732	10.3805	10.3774	10.3725	10.3087	10.4601
AIFM2	9.2776	9.3652	 9.212	9.2866	9.2876	9.3468	9.3582	9.1514
AIFM3	7.2345	6.9664	7.2283	7.4177	7.2216	7.0332	7.2214	 7.409
AIG1	8.9816	8.9841	9.2213	9.4917	9.4566	9.1188	9.4545	9.7883
AIM1	8.3935	8.0456	8.6195	8.7637	8.7139	8.0091	 8.648	9.6728
AIM1L	8.6973	8.8892	9.0476	9.3913	9.2376	8.8606	9.1575	9.3248
AIM2	 7.086	6.9946	7.1359	7.1479	7.1993	7.1541	 7.206	7.3586
AIMP1	9.7889	 9.751	9.7161	 9.617	9.7122	9.7655	9.7467	9.7355
AIMP2	9.2357	 9.421	9.3883	9.2347	9.3142	 9.407	9.2009	8.9975
AIP	9.7524	9.7752	9.7378	9.8171	 9.791	9.7121	9.8248	9.7227
AIPL1	6.6961	6.7051	6.5481	6.6845	6.5475	6.4452	6.6212	6.4452
AIRE	6.4266	6.6655	6.5572	6.4636	6.6426	6.4446	  6.62	6.7996
AIRN	6.5981	6.5399	6.6091	6.4927	6.4739	6.5614	6.4008	6.3836
AJ004954	6.3144	6.3144	6.3144	6.3144	6.3144	6.3144	6.3144	6.3144
AJ011378	6.3469	6.4666	6.3469	 6.307	6.3469	6.2912	6.3469	6.2912
AJ011981	6.4437	6.6093	6.5841	6.7242	6.7272	6.6469	6.7286	6.6465
AJ276246	6.3187	6.3187	6.3187	6.3187	6.3187	6.3187	6.3187	6.3187
AJ297365	7.1214	6.9767	7.0657	7.0502	7.0354	 7.166	7.0482	7.0066
AJ420422	6.3706	6.3706	6.3706	6.3706	6.3706	6.3706	6.3706	6.3706
AJ420489	6.8228	7.0237	6.5809	6.4446	6.6952	6.4446	6.8733	6.8834
AJ420595	7.2631	7.2773	7.2117	7.2895	7.2019	7.2031	7.2227	7.2267
AJ515158	7.7184	6.3812	6.8746	   7.2	6.5934	6.5431	6.8746	6.7191
AJ606330	6.3245	6.2716	6.3245	6.3245	6.3245	6.2716	6.3245	6.3245
AJAP1	7.1504	6.8008	7.0438	7.1434	6.9094	6.6891	6.8956	7.1514
AJUBA	12.8539	13.1311	13.0647	12.9424	13.3484	13.4912	13.3847	13.3409
AK000154	9.5259	9.5723	9.5329	9.4503	9.5484	9.5579	9.5526	9.5849
AK000451	7.3494	7.2546	7.4058	7.3839	7.2654	7.1959	7.1671	7.3707
AK000470	10.2473	 10.237	10.1538	10.0607	9.99958	10.1474	9.96918	9.82963
AK000798	6.9387	 6.863	6.8432	  6.78	6.7835	6.7971	6.8013	6.9102
AK000807	6.4095	6.4095	 6.392	6.4095	6.4095	6.4095	6.4269	6.4095
AK000840	6.3294	6.3294	6.3294	6.2873	6.3294	6.3294	6.3294	6.2873
AK000953	7.5692	7.4241	7.5376	7.5746	7.5412	7.6614	7.5588	7.5758
AK001057	7.1036	7.2367	7.0613	6.9833	 7.113	7.1053	  7.16	7.0788
AK001351	 6.577	6.3352	6.3352	6.2974	6.2546	6.3352	6.3352	6.2974
AK001394	7.6136	7.6038	7.7617	7.9053	7.7992	 7.494	7.7439	8.0037
AK001533	8.0469	7.8386	7.9536	7.9248	7.9393	8.0036	7.9787	8.1513
AK001558	6.6022	 6.431	6.5366	 6.431	 6.374	 6.431	6.3255	 6.431
AK001582	6.4379	6.6246	6.4294	6.6329	6.5358	6.4726	6.5933	6.4528
AK001928	6.4215	6.5593	6.5029	6.4617	6.6064	6.5989	6.6174	6.5551
AK001975	7.3422	   7.4	7.3891	7.3654	7.4414	7.6205	7.4441	7.2844
AK002090	6.4216	6.4216	6.4216	6.4216	6.4216	6.4468	6.4216	6.4216
AK021537	 6.848	6.8698	6.7734	6.7561	6.6978	6.9397	6.6974	6.3707
AK021551	7.2458	7.2377	7.2081	7.1177	7.1681	7.1968	 7.167	7.1608
AK021563	6.7498	 6.815	6.8157	6.8137	6.8145	6.7725	6.7809	6.7683
AK021570	7.0702	7.0394	7.0582	7.1105	7.1345	7.1755	7.1786	7.2039
AK021664	7.8676	7.8283	7.7765	8.0229	7.8662	7.6231	7.9565	8.0735
AK021739	6.6304	6.5116	6.6265	 6.822	6.6708	6.5961	6.6949	6.7299
AK021804	6.6314	 6.748	6.6116	 6.667	6.6418	6.7814	6.6668	6.3996
AK021876	6.7216	6.7576	6.7489	6.9475	6.8637	6.8218	6.9074	6.9072
AK021888	8.5544	 8.852	8.7669	8.7791	8.7955	 8.756	8.7036	8.6899
AK021933	7.1516	7.0261	7.1225	7.1463	7.0505	6.9931	7.0291	7.0957
AK021977	6.5013	6.4533	6.3603	6.4974	6.4906	6.3969	6.6262	6.4636
AK022030	10.0382	10.1491	10.0798	9.99118	10.0901	10.1073	10.0744	10.0512
AK022382	6.9444	6.8734	7.0182	7.0171	6.9681	6.7824	6.9061	7.0608
AK022787	6.6483	6.6013	6.6483	6.5375	6.6483	 6.436	6.6483	 6.454
AK022793	8.5052	8.3116	8.3348	8.2166	8.3175	8.3805	 8.394	8.5317
